,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
22117,Truganina,7 Canary Cl,4,h,635000,S,TRUE,19/08/2017,18.4,3029,4,2,2,512,,,,-37.83824,144.72102,Western Metropolitan,5811
22118,Tullamarine,1/59 Eumarella St,3,u,527000,S,Nelson,19/08/2017,12.9,3043,,,,,,,,-37.70267,144.87807,Western Metropolitan,3296
22119,Tullamarine,235 Melrose Dr,4,h,660000,SP,Jason,19/08/2017,12.9,3043,4,2,1,,,,,-37.69636,144.87724,Western Metropolitan,3296
22120,Tullamarine,3/260 Melrose Dr,3,h,565500,SP,Stockdale,19/08/2017,12.9,3043,3,1,2,,,2000,,-37.69406,144.876,Western Metropolitan,3296
22121,Tullamarine,2/56 Tadstan Dr,3,u,500000,S,Barry,19/08/2017,12.9,3043,3,1,1,,,,,-37.69584,144.87877,Western Metropolitan,3296
22122,Vermont,84 Centre Rd,5,h,1300000,S,Noel,19/08/2017,17.2,3133,5,2,2,891,177,1980,,-37.83691,145.21269,Eastern Metropolitan,4181
22123,Vermont South,48 Coonawarra Dr,4,h,1138000,S,M.J,19/08/2017,17.2,3133,4,2,2,784,,,,-37.85211,145.20174,Eastern Metropolitan,4280
22124,Vermont South,10 Shearers Ct,5,h,1360000,S,Biggin,19/08/2017,17.2,3133,5,3,2,882,212,1970,,-37.85995,145.18579,Eastern Metropolitan,4280
22125,Vermont South,104 Weeden Dr,5,h,1300000,S,Biggin,19/08/2017,17.2,3133,5,2,2,786,,,,-37.86072,145.18489,Eastern Metropolitan,4280
22127,Viewbank,11 Jedem Cl,4,h,1612000,S,Miles,19/08/2017,8.9,3084,4,2,2,1113,,,,-37.73106,145.10237,Eastern Metropolitan,2698
22128,Wantirna,6 Priscilla Ct,4,h,1150000,S,Harcourts,19/08/2017,14.7,3152,4,2,2,842,,,,-37.85733,145.22616,Eastern Metropolitan,5424
22129,Wantirna South,79 Somes St,5,h,1235000,S,Barry,19/08/2017,14.7,3152,5,3,2,634,294,2000,,-37.88634,145.21601,Eastern Metropolitan,7082
22130,Warrandyte,3 Speers Ct,4,h,1600000,S,Barry,19/08/2017,21.1,3113,4,2,2,4168,,,,-37.74611,145.17835,Eastern Metropolitan,2003
22131,Watsonia,32 Cooinda Cr,3,h,790000,S,Barry,19/08/2017,14.5,3087,3,1,1,,123,1960,,-37.71292,145.09048,Northern Metropolitan,2329
22132,Watsonia,3 Leafield St,4,h,900000,SP,Nelson,19/08/2017,14.5,3087,4,1,1,670,,1960,,-37.71209,145.0757,Northern Metropolitan,2329
22133,Werribee,29 Briardale Dr,3,h,490000,S,hockingstuart,19/08/2017,14.7,3030,3,2,2,536,141,1990,,-37.90419,144.63761,Western Metropolitan,16166
22134,Werribee,31 Hooker Rd,3,h,412700,S,hockingstuart,19/08/2017,14.7,3030,3,1,1,299,112,2005,,-37.89513,144.64056,Western Metropolitan,16166
22135,Werribee,2 Rhine St,6,h,591000,S,hockingstuart,19/08/2017,14.7,3030,6,3,1,,207,1990,,-37.8808,144.6605,Western Metropolitan,16166
22136,West Footscray,27 Busch St,4,h,990000,S,RW,19/08/2017,6.4,3012,4,2,2,501,129,1960,,-37.79591,144.87595,Western Metropolitan,5058
22137,West Footscray,11 Church St,3,h,1100500,S,Jas,19/08/2017,6.4,3012,3,2,2,427,119,1936,,-37.79105,144.87914,Western Metropolitan,5058
22138,West Footscray,24 Oxford St,3,h,675000,VB,GL,19/08/2017,6.4,3012,3,1,1,160,,,,-37.79219,144.87575,Western Metropolitan,5058
22139,West Footscray,9 Sredna St,3,h,805000,S,Sweeney,19/08/2017,6.4,3012,3,1,5,,98,,,-37.80048,144.8612,Western Metropolitan,5058
22140,West Footscray,155 Suffolk St,3,h,778000,S,McGrath,19/08/2017,6.4,3012,3,1,1,,,,,-37.78977,144.86557,Western Metropolitan,5058
22141,West Footscray,28 Tucker St,2,h,855000,S,Biggin,19/08/2017,6.4,3012,2,1,1,332,,,,-37.79136,144.87619,Western Metropolitan,5058
22143,Wheelers Hill,12 Erskine Cr,4,h,1200000,S,Ray,19/08/2017,16.7,3150,4,2,2,650,,,,-37.91026,145.19298,South-Eastern Metropolitan,7392
22144,Wheelers Hill,99 Grandview Rd,4,h,1480000,S,Ray,19/08/2017,16.7,3150,4,3,2,649,,,,-37.9163,145.19612,South-Eastern Metropolitan,7392
22145,Wheelers Hill,77 Jells Rd,4,h,1250000,VB,Jellis,19/08/2017,16.7,3150,4,2,3,,245,1980,,-37.89953,145.19021,South-Eastern Metropolitan,7392
22146,Wheelers Hill,61 Mary Av,4,h,1136000,S,McGrath,19/08/2017,16.7,3150,4,2,2,,176,1978,,-37.90401,145.19796,South-Eastern Metropolitan,7392
22147,Wheelers Hill,2 Rodney Cl,4,h,1500000,S,Ray,19/08/2017,16.7,3150,4,2,2,657,,,,-37.90466,145.19434,South-Eastern Metropolitan,7392
22148,Wheelers Hill,4 Tyrone Ct,4,h,1194700,SP,Fletchers,19/08/2017,16.7,3150,4,2,2,875,,,,-37.92048,145.18258,South-Eastern Metropolitan,7392
22149,Whittlesea,1 MacMeikan St,3,h,440000,S,Brad,19/08/2017,35.5,3757,3,1,1,,121,2014,,-37.51324,145.11501,Northern Victoria,2170
22150,Williamstown,54 Victoria St,5,h,2550000,PI,Williams,19/08/2017,6.8,3016,5,2,2,840,244,1910,,-37.8633,144.88871,Western Metropolitan,6380
22151,Windsor,3/10 Wrexham Rd,1,u,420000,S,Marshall,19/08/2017,4.6,3181,1,1,1,,,1970,,-37.85675,145.00039,Southern Metropolitan,4380
22153,Wollert,13 Markham St,4,h,467000,S,hockingstuart,19/08/2017,25.5,3750,,,,,,,,,,Northern Metropolitan,2940
22154,Wollert,17 Rockgarden Wy,4,h,565000,SP,Love,19/08/2017,25.5,3750,,,,,,,,,,Northern Metropolitan,2940
22155,Wyndham Vale,11 Chisholm Pl,3,h,475000,S,hockingstuart,19/08/2017,27.2,3024,3,2,1,300,179,,,-37.88162,144.62082,Western Metropolitan,5262
22157,Yallambie,39 Fahey Cr,4,h,1025000,S,Nelson,19/08/2017,12.7,3085,4,2,2,585,212,2014,,-37.73022,145.08361,Northern Metropolitan,1369
22158,Abbotsford,801/1 Acacia Pl,1,u,415000,S,Jellis,23/09/2017,3,3067,1,1,1,,50,2013,,-37.81177,145.01414,Northern Metropolitan,4019
22159,Abbotsford,604/88 Trenerry Cr,2,u,683000,SP,Woodards,23/09/2017,3,3067,2,2,1,,,2013,,-37.79793,144.99818,Northern Metropolitan,4019
22161,Abbotsford,64 Yarra St,3,h,1255000,S,Biggin,23/09/2017,3,3067,3,2,1,,,,,-37.80204,144.99592,Northern Metropolitan,4019
22162,Aberfeldie,10 Caroline St,5,h,1830000,S,Rendina,23/09/2017,7.5,3040,5,4,4,730,373,2014,,-37.7595,144.89427,Western Metropolitan,1543
22163,Aberfeldie,9/39 St Kinnord St,1,u,315000,SP,Brad,23/09/2017,7.5,3040,1,1,1,,,1970,,-37.75882,144.9027,Western Metropolitan,1543
22164,Airport West,33 Bedford St,3,h,860000,S,Harcourts,23/09/2017,10.4,3042,3,2,2,593,,,,-37.72057,144.87558,Western Metropolitan,3464
22165,Airport West,16 Highridge Cr,3,h,850000,S,Brad,23/09/2017,10.4,3042,3,1,2,551,96,1950,,-37.72739,144.88235,Western Metropolitan,3464
22166,Airport West,8 Hilbert Rd,3,h,796000,SP,Considine,23/09/2017,10.4,3042,3,1,1,,,,,-37.72266,144.87345,Western Metropolitan,3464
22167,Airport West,3/75 Victory Rd,2,u,575000,S,Harcourts,23/09/2017,10.4,3042,,,,,,,,,,Western Metropolitan,3464
22168,Albanvale,5 Hedgerow Ct,3,h,565000,S,Bells,23/09/2017,14,3021,3,1,2,619,,,,-37.74521,144.76863,Western Metropolitan,1899
22169,Albert Park,9/84 Beaconsfield Pde,1,u,420000,S,Cayzer,23/09/2017,3,3206,,,,,,,,,,Southern Metropolitan,3280
22171,Albert Park,59 Moubray St,3,h,2100000,VB,Cayzer,23/09/2017,3,3206,3,2,,137,125,1890,,-37.84388,144.95303,Southern Metropolitan,3280
22172,Albion,41 Adelaide St,3,h,760000,S,Bells,23/09/2017,10.5,3020,3,1,1,697,121,1950,,-37.78036,144.8195,Western Metropolitan,2185
22173,Albion,1 Delmont St,4,h,810000,SP,hockingstuart,23/09/2017,10.5,3020,4,1,3,,,,,-37.78043,144.81277,Western Metropolitan,2185
22174,Alphington,15 Bank St,3,h,1520000,SP,Jellis,23/09/2017,5.7,3078,,,,,,,,,,Northern Metropolitan,2211
22175,Alphington,31 Broomfield Av,3,h,1620000,S,hockingstuart,23/09/2017,5.7,3078,3,1,1,,,,,-37.78038,145.02139,Northern Metropolitan,2211
22176,Altona,308/117 Pier St,2,u,585000,S,Woodards,23/09/2017,11,3018,2,2,1,,,,,-37.86546,144.83065,Western Metropolitan,5301
22177,Altona Meadows,52 Spicer Bvd,4,h,750000,S,YPA,23/09/2017,15.5,3028,4,2,2,636,232,1996,,-37.87941,144.76935,Western Metropolitan,7630
22179,Altona North,35 Mahon Av,3,h,980000,S,Barlow,23/09/2017,9.4,3025,3,1,2,667,,,,-37.82853,144.85091,Western Metropolitan,5132
22180,Altona North,105 Third Av,4,h,970000,S,Sweeney,23/09/2017,9.4,3025,4,1,5,561,,,,-37.83224,144.853,Western Metropolitan,5132
22182,Armadale,1/4 Avondale Rd,3,h,1312000,S,hockingstuart,23/09/2017,6.3,3143,3,1,1,,121,1950,,-37.85697,145.0148,Southern Metropolitan,4836
22183,Armadale,9 Bailey Av,4,h,3000000,VB,Kay,23/09/2017,6.3,3143,4,3,2,474,180,1915,,-37.86345,145.02454,Southern Metropolitan,4836
22184,Armadale,22 Gladstone Av,3,h,1500000,VB,hockingstuart,23/09/2017,6.3,3143,3,1,,230,115,1900,,-37.86275,145.02364,Southern Metropolitan,4836
22188,Ascot Vale,13 Brisbane St,3,t,1130000,S,Nelson,23/09/2017,4.3,3032,3,2,1,231,,,,-37.77373,144.9311,Western Metropolitan,6567
22189,Ascot Vale,183 Maribyrnong Rd,3,h,928000,S,Jellis,23/09/2017,4.3,3032,3,1,4,,,,,-37.77142,144.91176,Western Metropolitan,6567
22190,Ascot Vale,5/7 Roxburgh St,2,t,800000,VB,Nelson,23/09/2017,4.3,3032,2,2,1,,103,1890,,-37.77607,144.9193,Western Metropolitan,6567
22191,Ashburton,3A Crete Av,3,h,1210000,S,Jellis,23/09/2017,10.2,3147,3,1,3,407,93,1955,,-37.8696,145.0866,Southern Metropolitan,3052
22192,Ashburton,20 Eleanor St,3,h,1840000,SP,Buxton,23/09/2017,10.2,3147,3,1,2,648,,,,-37.8614,145.08436,Southern Metropolitan,3052
22193,Ashburton,1/43 Warner Av,3,h,890500,S,W.B.,23/09/2017,10.2,3147,3,1,1,,,,,-37.86893,145.08587,Southern Metropolitan,3052
22194,Ashwood,11 Gubbah Ct,4,h,1311750,S,Buxton,23/09/2017,10.2,3147,4,2,1,,,,,-37.87151,145.10311,Southern Metropolitan,2894
22195,Ashwood,3/5 Yileen Ct,3,t,917500,S,Buxton,23/09/2017,10.2,3147,,,,,,,,,,Southern Metropolitan,2894
22196,Aspendale,5/4 Groves St,3,t,1140000,S,hockingstuart,23/09/2017,21.5,3195,3,2,2,,,2006,,-38.02779,145.10119,South-Eastern Metropolitan,2824
22198,Aspendale,75 Laura St,3,h,988000,S,Biggin,23/09/2017,21.5,3195,,,,,,,,,,South-Eastern Metropolitan,2824
22201,Attwood,20 Threadneedle St,5,h,830000,S,YPA,23/09/2017,16.5,3049,5,2,2,,227,2000,,-37.67116,144.88001,Northern Metropolitan,1130
22202,Avondale Heights,7A Downland Sq,4,h,1032000,S,Moonee,23/09/2017,9.5,3034,4,2,2,,235,2004,,-37.75861,144.86687,Western Metropolitan,4502
22204,Balwyn,12 Belmore Rd,5,h,2580000,PI,Marshall,23/09/2017,7.9,3103,5,5,2,621,575,2009,,-37.80199,145.06486,Southern Metropolitan,5682
22205,Balwyn,3 Collins Ct,3,h,1420000,VB,Jellis,23/09/2017,7.9,3103,3,2,3,,150,2005,,-37.8051,145.08928,Southern Metropolitan,5682
22206,Balwyn,22 Gordon St,4,h,2290000,S,Marshall,23/09/2017,7.9,3103,,,,,,,,,,Southern Metropolitan,5682
22208,Balwyn,8 Power St,3,h,2325000,S,Noel,23/09/2017,7.9,3103,3,1,,,,,,-37.81163,145.07923,Southern Metropolitan,5682
22209,Balwyn North,85 Clifton St,4,h,1400000,VB,hockingstuart,23/09/2017,9.7,3104,4,2,1,629,,,,-37.79241,145.10445,Southern Metropolitan,7809
22211,Bayswater,29 Armstrong Rd,3,h,882500,S,Fletchers,23/09/2017,23.2,3153,3,2,2,,150,1963,,-37.83912,145.25612,Eastern Metropolitan,5030
22212,Bayswater,85 Begonia Av,3,h,755000,S,iTRAK,23/09/2017,23.2,3153,3,2,4,782,,,,-37.85002,145.25964,Eastern Metropolitan,5030
22213,Bayswater North,21 Baker Rd,4,h,748000,S,McGrath,23/09/2017,23.2,3153,4,2,2,,859,1960,,-37.82262,145.27227,Eastern Metropolitan,3598
22214,Bayswater North,4 David Cl,3,h,800000,S,McGrath,23/09/2017,23.2,3153,3,2,5,931,,,,-37.82534,145.29921,Eastern Metropolitan,3598
22215,Bayswater North,8 Skye Ct,3,h,724000,S,iTRAK,23/09/2017,23.2,3153,3,2,2,482,147,1990,,-37.82391,145.30266,Eastern Metropolitan,3598
22216,Beaconsfield Upper,1 McBride Rd,3,h,764000,S,Peake,23/09/2017,39.8,3808,3,2,2,,,,,-38.00556,145.40994,Eastern Victoria,973
22217,Beaumaris,3/85 Charman Rd,1,u,291500,SP,Maitland,23/09/2017,17.3,3193,1,1,1,,,,,-37.98075,145.05263,Southern Metropolitan,5366
22218,Beaumaris,9A Comas Rd,3,h,1150000,VB,Marshall,23/09/2017,17.3,3193,3,2,2,335,,1996,,-37.97316,145.04042,Southern Metropolitan,5366
22219,Bellfield,121 Liberty Pde,3,h,900000,S,Miles,23/09/2017,8.8,3081,3,1,,,,,,-37.75098,145.03334,Eastern Metropolitan,790
22220,Bentleigh,3 Bendigo Av,5,h,1915000,PI,Obrien,23/09/2017,11.4,3204,5,2,2,590,,,,-37.92508,145.03606,Southern Metropolitan,6795
22221,Bentleigh,14 Delhi St,4,h,1410000,PI,Woodards,23/09/2017,11.4,3204,4,3,4,623,214,1950,,-37.92588,145.04808,Southern Metropolitan,6795
22222,Bentleigh,132 Jasper Rd,3,h,1335000,S,C21,23/09/2017,11.4,3204,3,2,1,,,,,-37.92157,145.04136,Southern Metropolitan,6795
22224,Bentleigh East,55 Blamey St,3,h,1330000,S,hockingstuart,23/09/2017,13.8,3165,3,1,2,,130,,,-37.92986,145.06872,Southern Metropolitan,10969
22225,Bentleigh East,2/12 Caleb St,2,u,815000,S,C21,23/09/2017,13.8,3165,2,2,2,,,,,-37.92218,145.05811,Southern Metropolitan,10969
22226,Bentleigh East,316 Chesterville Rd,2,h,1020000,VB,Buxton,23/09/2017,13.8,3165,2,1,2,597,115,1959,,-37.93574,145.06169,Southern Metropolitan,10969
22227,Bentleigh East,1/14 Clements St,3,t,1312000,S,Buxton,23/09/2017,13.8,3165,,,,,,,,,,Southern Metropolitan,10969
22228,Bentleigh East,23 Hill St,3,h,1232500,SP,C21,23/09/2017,13.8,3165,3,1,4,,,,,-37.92444,145.06019,Southern Metropolitan,10969
22229,Bentleigh East,6/1036 North Rd,2,u,485000,S,Gary,23/09/2017,13.8,3165,,,,,,,,,,Southern Metropolitan,10969
22230,Bentleigh East,1064 North Rd,3,h,930000,S,Buxton,23/09/2017,13.8,3165,3,1,2,,,,,-37.90874,145.07775,Southern Metropolitan,10969
22231,Bentleigh East,9 Vine Ct,4,h,1675000,S,Jellis,23/09/2017,13.8,3165,4,2,2,400,294,,,-37.91608,145.05715,Southern Metropolitan,10969
22232,Berwick,9 Cambridge Dr,4,h,1000000,SA,Eview,23/09/2017,35.2,3806,4,4,2,,400,2008,,-38.01205,145.32933,Eastern Victoria,17093
22233,Berwick,13 Ridge Rd,3,h,835000,SP,Barry,23/09/2017,35.2,3806,3,2,2,957,,,,-38.03383,145.36314,Eastern Victoria,17093
22234,Black Rock,20 Ebden Av,3,h,2525000,S,Buxton,23/09/2017,17.3,3193,3,2,2,,,,,-37.97705,145.0178,Southern Metropolitan,2866
22235,Black Rock,3/3 First St,3,u,945000,S,Ray,23/09/2017,17.3,3193,3,2,2,749,,1980,,-37.97676,145.01851,Southern Metropolitan,2866
22237,Blackburn,3/33 Glen Ebor Av,3,h,786000,S,Ray,23/09/2017,13.4,3130,3,1,2,1271,,,,-37.82151,145.16139,Eastern Metropolitan,5713
22238,Blackburn North,3 Harcourt St,4,h,1356000,S,McGrath,23/09/2017,13.4,3130,4,2,1,,,,,-37.80658,145.15651,Eastern Metropolitan,2867
22240,Blackburn North,3/36 Middlefield Dr,2,u,590000,VB,Noel,23/09/2017,13.4,3130,2,1,1,,,2000,,-37.80195,145.15036,Eastern Metropolitan,2867
22241,Blackburn North,31 Primula St,5,h,1555000,S,Buxton,23/09/2017,13.4,3130,5,2,2,602,,,,-37.80425,145.14477,Eastern Metropolitan,2867
22242,Blackburn North,20 Rialton Av,3,h,800000,PI,Ray,23/09/2017,13.4,3130,3,2,2,,,,,-37.80498,145.15997,Eastern Metropolitan,2867
22243,Blackburn North,101 Shafer Rd,4,h,1475000,PI,Fletchers,23/09/2017,13.4,3130,4,2,2,582,240,2011,,-37.80505,145.14919,Eastern Metropolitan,2867
22245,Blackburn South,144 Middleborough Rd,4,h,1229000,S,McGrath,23/09/2017,13.4,3130,4,2,2,727,115,1960,,-37.84378,145.13407,Eastern Metropolitan,4387
22246,Bonbeach,37 Mernda Av,3,h,965000,SP,hockingstuart,23/09/2017,27,3196,3,2,2,572,127,1950,,-38.06866,145.12677,South-Eastern Metropolitan,2887
22249,Box Hill,1/35 Kent Rd,2,u,466000,S,hockingstuart,23/09/2017,10.9,3128,2,1,1,,,,,-37.82458,145.11932,Eastern Metropolitan,4605
22250,Box Hill,2/8 Simpsons Rd,2,u,653000,S,Philip,23/09/2017,10.9,3128,2,1,1,84,77,1970,,-37.8179,145.1341,Eastern Metropolitan,4605
22251,Braybrook,18 Kannan Bvd,5,h,818000,S,Sweeney,23/09/2017,8.6,3019,5,3,2,,,,,-37.77677,144.85452,Western Metropolitan,3589
22254,Brighton,34 Durrant St,3,h,1900000,PI,Buxton,23/09/2017,10.5,3186,3,1,2,,,,,-37.90927,145.00326,Southern Metropolitan,10579
22257,Brighton,6/28 Murphy St,2,u,974250,S,Buxton,23/09/2017,10.5,3186,2,1,2,,,1970,,-37.89367,144.99721,Southern Metropolitan,10579
22258,Brighton,5/344 New St,2,u,630500,S,Kay,23/09/2017,10.5,3186,2,1,1,,91,,,-37.90233,144.99375,Southern Metropolitan,10579
22263,Brighton East,86 Glencairn Av,5,h,2750000,S,Buxton,23/09/2017,10.3,3187,5,3,3,626,,,,-37.92427,145.02003,Southern Metropolitan,6938
22264,Brighton East,3/756 Hawthorn Rd,3,t,1051000,S,Marshall,23/09/2017,10.3,3187,3,2,2,,142,2000,,-37.91322,145.01654,Southern Metropolitan,6938
22266,Broadmeadows,1/411 Camp Rd,3,h,430000,SP,hockingstuart,23/09/2017,14,3047,3,1,2,,125,1950,,-37.68579,144.92272,Northern Metropolitan,4294
22267,Broadmeadows,3 Cornell Cl,5,h,850000,PI,YPA,23/09/2017,14,3047,5,2,2,,260,2000,,-37.67391,144.94044,Northern Metropolitan,4294
22268,Broadmeadows,3/61 Cuthbert St,2,h,320000,PI,Stockdale,23/09/2017,14,3047,,,,,,,,,,Northern Metropolitan,4294
22269,Broadmeadows,18 Gibson St,3,h,525000,S,YPA,23/09/2017,14,3047,3,2,1,,,,,-37.68959,144.91986,Northern Metropolitan,4294
22270,Broadmeadows,75 Girgarre St,3,h,500000,PI,Barry,23/09/2017,14,3047,3,2,2,,223,1980,,-37.66691,144.92026,Northern Metropolitan,4294
22271,Broadmeadows,12 Merricks St,3,h,575500,S,Barry,23/09/2017,14,3047,3,1,3,580,,,,-37.6798,144.90936,Northern Metropolitan,4294
22272,Brookfield,33 Stanley Cr,3,h,445000,SP,FN,23/09/2017,29.8,3338,3,2,2,,154,1990,,-37.69635,144.5586,Western Victoria,3122
22273,Brooklyn,1 Brack Av,3,h,901000,SP,hockingstuart,23/09/2017,6.4,3012,3,2,3,738,,,,-37.8227,144.84094,Western Metropolitan,962
22274,Brunswick,281 Albion St,3,h,1150000,S,hockingstuart,23/09/2017,5.2,3056,3,1,1,360,,1900,,-37.75992,144.95664,Northern Metropolitan,11918
22275,Brunswick,232 Brunswick Rd,3,h,1280000,SP,Chambers,23/09/2017,5.2,3056,3,1,2,212,,,,-37.77695,144.95785,Northern Metropolitan,11918
22277,Brunswick,4 Collace St,3,h,1247000,S,Nelson,23/09/2017,5.2,3056,3,1,1,,,,,-37.7675,144.97149,Northern Metropolitan,11918
22278,Brunswick,7/39 Davies St,2,u,495000,SP,Nelson,23/09/2017,5.2,3056,2,1,1,,61,1970,,-37.75675,144.96753,Northern Metropolitan,11918
22279,Brunswick,146 Donald St,3,h,1325000,S,Jellis,23/09/2017,5.2,3056,3,1,1,331,120,1920,,-37.75877,144.97316,Northern Metropolitan,11918
22280,Brunswick,15 Eveline St,4,h,1630000,VB,Nelson,23/09/2017,5.2,3056,4,2,1,278,174,1880,,-37.77081,144.96318,Northern Metropolitan,11918
22281,Brunswick,36 Fourth Av,3,h,1360000,S,Nelson,23/09/2017,5.2,3056,3,1,2,,,,,-37.75702,144.95611,Northern Metropolitan,11918
22282,Brunswick,14/6 Garnet St,1,u,250000,SP,Brad,23/09/2017,5.2,3056,1,1,1,,,,,-37.75789,144.95332,Northern Metropolitan,11918
22286,Brunswick,43 Mitchell St,4,h,1275000,PI,Jellis,23/09/2017,5.2,3056,4,1,2,518,,,,-37.75883,144.96749,Northern Metropolitan,11918
22287,Brunswick,5/93 Mitchell St,2,h,605000,SP,Jellis,23/09/2017,5.2,3056,2,1,1,,74,1970,,-37.75892,144.97117,Northern Metropolitan,11918
22288,Brunswick,7/611 Park St,1,u,402000,S,Nelson,23/09/2017,5.2,3056,1,1,1,,,1970,,-37.77869,144.96718,Northern Metropolitan,11918
22289,Brunswick,22 Stanley St,4,h,1770000,S,Nelson,23/09/2017,5.2,3056,4,2,3,461,187,1930,,-37.76296,144.97239,Northern Metropolitan,11918
22290,Brunswick East,20 Glenmorgan St,2,h,1065000,S,Nelson,23/09/2017,4,3057,2,1,1,186,,,,-37.76321,144.97837,Northern Metropolitan,5533
22291,Brunswick East,2/162 Lygon St,2,u,522000,SP,Jellis,23/09/2017,4,3057,2,1,1,186,,,,-37.77315,144.97161,Northern Metropolitan,5533
22292,Brunswick East,4/134 Mitchell St,2,u,522000,S,Brad,23/09/2017,4,3057,2,1,1,,,,,-37.76002,144.97571,Northern Metropolitan,5533
22293,Brunswick West,30 Cornwall St,3,h,1000000,SP,Woodards,23/09/2017,5.2,3055,3,1,2,399,105,1950,,-37.75744,144.94945,Northern Metropolitan,7082
22294,Brunswick West,3/2 Passfield St,2,u,438000,SP,Brad,23/09/2017,5.2,3055,2,1,1,,74,1970,,-37.76789,144.94219,Northern Metropolitan,7082
22295,Brunswick West,3 Temple St,3,h,1080000,SP,Nelson,23/09/2017,5.2,3055,3,1,2,218,,,,-37.76563,144.94111,Northern Metropolitan,7082
22296,Bulleen,12 Ralph St,4,h,1300000,PI,Luxton,23/09/2017,10.8,3105,4,2,3,650,120,1960,,-37.77352,145.09844,Eastern Metropolitan,4480
22297,Bulleen,12 Rocklea Rd,3,h,1331000,S,Barry,23/09/2017,10.8,3105,3,2,2,697,158,1970,,-37.76823,145.08103,Eastern Metropolitan,4480
22298,Bundoora,3 Arthur St,3,h,915000,SP,Ray,23/09/2017,12.1,3083,3,1,2,,,,,-37.69937,145.05724,Northern Metropolitan,10175
22299,Bundoora,1/8 Barlow Ri,3,h,892000,S,Barry,23/09/2017,12.1,3083,,,,,,,,,,Northern Metropolitan,10175
22300,Bundoora,219 Greenwood Dr,3,h,745000,S,Ray,23/09/2017,12.1,3083,3,1,2,586,,1970,,-37.70762,145.07179,Northern Metropolitan,10175
22301,Bundoora,4 Magdalen Mw,3,h,1010000,S,Barry,23/09/2017,12.1,3083,,,,,,,,,,Northern Metropolitan,10175
22302,Bundoora,2/19 Olympic St,3,u,607000,S,Barry,23/09/2017,12.1,3083,,,,,,,,,,Northern Metropolitan,10175
22303,Bundoora,15 Panorama Cl,4,h,863000,SP,Ray,23/09/2017,12.1,3083,4,2,1,,,,,-37.69821,145.04915,Northern Metropolitan,10175
22304,Bundoora,9 Silverash Dr,3,t,448000,S,Stockdale,23/09/2017,12.1,3083,3,2,2,,90,2010,,-37.67819,145.0574,Northern Metropolitan,10175
22305,Burnside Heights,16 Stanthorp St,3,h,655000,S,YPA,23/09/2017,14.8,3023,3,2,2,419,,2007,,-37.73244,144.75669,Western Metropolitan,1686
22310,Burwood East,481 Highbury Rd,4,h,1010800,S,McGrath,23/09/2017,14.7,3151,4,3,3,,,,,-37.85794,145.13649,Eastern Metropolitan,4048
22311,Burwood East,3 Sugarloaf Cl,3,h,680000,VB,Noel,23/09/2017,14.7,3151,3,1,1,189,,,,-37.85777,145.14009,Eastern Metropolitan,4048
22314,Camberwell,2/31 King St,3,u,1840000,S,Jellis,23/09/2017,7.7,3124,,,,,,,,,,Southern Metropolitan,8920
22316,Camberwell,15 Tyne St,4,h,2850000,S,Jellis,23/09/2017,7.7,3124,4,2,8,905,,,,-37.84578,145.08436,Southern Metropolitan,8920
22317,Camberwell,3 Wiringa Av,5,h,2800000,VB,Marshall,23/09/2017,7.7,3124,5,2,2,768,254,1990,,-37.83825,145.08163,Southern Metropolitan,8920
22318,Carlton,56/39 Rathdowne St,3,u,830000,S,Jellis,23/09/2017,1.6,3053,3,1,2,,,,,-37.80605,144.96779,Northern Metropolitan,6786
22320,Carnegie,248 Koornang Rd,4,h,1600000,SP,Woodards,23/09/2017,10.1,3163,4,3,1,,270,1927,,-37.89486,145.05616,Southern Metropolitan,7822
22321,Carnegie,158 Leila Rd,3,h,1250000,VB,Ray,23/09/2017,10.1,3163,3,1,2,,,,,-37.90266,145.06321,Southern Metropolitan,7822
22323,Carnegie,10/28 Moonya Rd,2,u,533000,S,Jellis,23/09/2017,10.1,3163,2,1,1,,,,,-37.8966,145.05906,Southern Metropolitan,7822
22324,Carnegie,4/219 Neerim Rd,2,u,541000,SP,Jellis,23/09/2017,10.1,3163,2,1,1,,,1960,,-37.88807,145.05121,Southern Metropolitan,7822
22325,Carnegie,4/58 Rosstown Rd,2,u,490000,PI,Barry,23/09/2017,10.1,3163,2,1,1,,,2006,,-37.88625,145.05666,Southern Metropolitan,7822
22326,Carnegie,1/26 Shepparson Av,1,u,392500,S,Obrien,23/09/2017,10.1,3163,1,1,1,,,,,-37.89023,145.0581,Southern Metropolitan,7822
22327,Carnegie,8/42 Tranmere Av,1,u,403000,S,Gary,23/09/2017,10.1,3163,1,1,1,,,,,-37.89102,145.06072,Southern Metropolitan,7822
22328,Carnegie,52 Tranmere Av,4,h,1966000,VB,Ray,23/09/2017,10.1,3163,4,2,2,627,181,1905,,-37.89184,145.06056,Southern Metropolitan,7822
22329,Carnegie,12/40 Woorayl St,1,u,381000,S,Ray,23/09/2017,10.1,3163,1,1,1,2048,55,1970,,-37.88642,145.05979,Southern Metropolitan,7822
